,Player,Weight,Height,Position,Rk,Age,Team_x,GP_x,G_x,A_x,PTS,+/-,PIM_x,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
1624,Nikolas Koberstein,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813,5,125,Montréal Canadiens,0,0,0,0,0,0,2014,0.0
1625,Gustav Forsling,186.0,72.0,D,618.0,20.0,CHI,397.0,46.0,115.0,161.0,125.0,151.0,42.0,4.0,0.0,6.0,100.0,12.0,3.0,795.0,4.2,121.0,563:07,23:26,0.0,0.0,0.0,447.0,335.0,189.0,262.0,1814,5,126,Vancouver Canucks,8,429,51,123,174,161,2014,21.75
1630,Ryan Rehill,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819,5,131,New Jersey Devils,0,0,0,0,0,0,2014,0.0
1631,Joonas Lyytinen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820,5,132,Nashville Predators,0,0,0,0,0,0,2014,0.0
1632,Dysin Mayo,195.0,74.0,D,555.0,25.0,ARI,82.0,4.0,8.0,12.0,-30.0,35.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,83.0,5.3,158.0,1401:22,20:55,0.0,0.0,0.0,153.0,159.0,16.0,47.0,1821,5,133,Arizona Coyotes,2,82,4,8,12,35,2014,6.0
1634,Miro Karjalainen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823,5,135,Dallas Stars,0,0,0,0,0,0,2014,0.0
1637,Tanner Faith,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827,5,139,Minnesota Wild,0,0,0,0,0,0,2014,0.0
1639,Luc Snuggerud,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829,5,141,Chicago Blackhawks,0,0,0,0,0,0,2014,0.0
1640,Tyler Nanne,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830,5,142,New York Rangers,0,0,0,0,0,0,2014,0.0
1642,Anton Lindholm,191.0,71.0,D,903.0,22.0,COL,66.0,0.0,5.0,5.0,-4.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,0.0,22.0,177:01,7:11,0.0,0.0,0.0,69.0,143.0,10.0,13.0,1832,5,144,Colorado Avalanche,4,66,0,5,5,16,2014,1.25
1646,Andreas Söderberg,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836,5,148,Chicago Blackhawks,0,0,0,0,0,0,2014,0.0
1651,Aaron Haydon,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842,6,154,Dallas Stars,0,0,0,0,0,0,2014,0.0
1657,Pontus Själin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848,6,160,Minnesota Wild,0,0,0,0,0,0,2014,0.0
1659,Aaron Irving,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850,6,162,Nashville Predators,0,0,0,0,0,0,2014,0.0
1660,David Westlund,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851,6,163,Arizona Coyotes,0,0,0,0,0,0,2014,0.0
1662,John Nyberg,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853,6,165,Dallas Stars,0,0,0,0,0,0,2014,0.0
1671,Adam Ollas Mattsson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863,6,175,Calgary Flames,0,0,0,0,0,0,2014,0.0
1678,Mackenze Stewart,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874,7,186,Vancouver Canucks,0,0,0,0,0,0,2014,0.0
1679,Kyle Jenkins,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875,7,187,Carolina Hurricanes,0,0,0,0,0,0,2014,0.0
1681,Kelly Summers,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877,7,189,Ottawa Senators,0,0,0,0,0,0,2014,0.0
1687,Patrick Sanvido,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883,7,195,Dallas Stars,0,0,0,0,0,0,2014,0.0
1689,Olivier LeBlanc,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885,7,197,Columbus Blue Jackets,0,0,0,0,0,0,2014,0.0
1690,Jesper Pettersson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886,7,198,Philadelphia Flyers,0,0,0,0,0,0,2014,0.0
1695,Jeff Taylor,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891,7,203,Pittsburgh Penguins,0,0,0,0,0,0,2014,0.0
1698,Emil Johansson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894,7,206,Boston Bruins,0,0,0,0,0,0,2014,0.0
1700,Jack Ramsey,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896,7,208,Chicago Blackhawks,0,0,0,0,0,0,2014,0.0
1702,Jacob Middleton,0.0,0.0,D,819.0,23.0,SJS,305.0,18.0,53.0,71.0,15.0,326.0,18.0,0.0,0.0,1.0,47.0,2.0,4.0,320.0,0.0,1.0,29:48,9:56,0.0,0.0,0.0,572.0,520.0,95.0,86.0,1898,7,210,Los Angeles Kings,7,268,19,51,70,259,2014,10.0
1707,Noah Hanifin,215.0,75.0,D,313.0,19.0,CAR,758.0,75.0,258.0,333.0,18.0,211.0,56.0,18.0,1.0,12.0,184.0,67.0,7.0,1425.0,3.3,280.0,1414:25,23:46,0.0,0.0,0.0,887.0,667.0,455.0,596.0,1903,1,5,Carolina Hurricanes,10,709,65,235,300,195,2015,30.0
1709,Ivan Provorov,201.0,73.0,D,244.0,20.0,PHI,614.0,70.0,179.0,249.0,-39.0,216.0,60.0,10.0,0.0,11.0,130.0,44.0,5.0,1177.0,3.7,331.0,1802:12,25:07,0.0,0.0,0.0,1190.0,759.0,159.0,597.0,1905,1,7,Philadelphia Flyers,9,645,72,188,260,228,2015,28.88888888888889
1710,Zach Werenski,209.0,74.0,D,117.0,19.0,CBJ,486.0,90.0,212.0,302.0,-8.0,115.0,69.0,20.0,1.0,12.0,139.0,72.0,1.0,1288.0,5.9,390.0,1631:04,25:40,0.0,0.0,0.0,617.0,284.0,229.0,268.0,1906,1,8,Columbus Blue Jackets,9,517,100,233,333,132,2015,37.0
1715,Jakub Zbořil,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911,1,13,Boston Bruins,4,76,1,15,16,28,2015,4.0
1720,Thomas Chabot,196.0,74.0,D,831.0,20.0,OTT,432.0,62.0,197.0,259.0,-76.0,224.0,52.0,9.0,1.0,4.0,124.0,73.0,0.0,1042.0,0.0,2.0,7:09,7:09,0.0,0.0,0.0,637.0,459.0,191.0,447.0,1916,1,18,Ottawa Senators,9,462,64,210,274,232,2015,30.444444444444443
1727,Noah Juulsen,193.0,74.0,D,712.0,20.0,MTL,122.0,3.0,14.0,17.0,-1.0,38.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,101.0,3.0,70.0,446:44,19:25,0.0,0.0,0.0,189.0,354.0,24.0,65.0,1924,1,26,Montréal Canadiens,7,141,3,14,17,47,2015,2.4285714285714284
1728,Jacob Larsson,197.0,74.0,D,896.0,19.0,ANA,172.0,3.0,21.0,24.0,-26.0,52.0,3.0,0.0,0.0,0.0,20.0,0.0,1.0,168.0,0.0,11.0,65:43,17:23,0.0,0.0,0.0,187.0,121.0,21.0,95.0,1925,1,27,Anaheim Ducks,6,172,3,21,24,52,2015,4.0
1730,Gabriel Carlsson,192.0,77.0,D,736.0,20.0,CBJ,81.0,3.0,15.0,18.0,-5.0,22.0,3.0,0.0,0.0,0.0,14.0,1.0,0.0,60.0,0.0,6.0,34:15,9:21,0.0,0.0,0.0,58.0,62.0,15.0,15.0,1927,1,29,Columbus Blue Jackets,7,81,3,15,18,22,2015,2.571428571428572
1732,Jérémy Roy,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,2,31,San Jose Sharks,0,0,0,0,0,0,2015,0.0
1735,Travis Dermott,204.0,72.0,D,489.0,21.0,TOR,389.0,18.0,51.0,69.0,24.0,142.0,18.0,0.0,0.0,3.0,51.0,0.0,0.0,390.0,1.9,106.0,591:47,17:19,0.0,0.0,0.0,352.0,440.0,83.0,222.0,1932,2,34,Toronto Maple Leafs,8,340,16,46,62,130,2015,7.75
1738,Brandon Carlo,212.0,77.0,D,400.0,20.0,BOS,554.0,28.0,72.0,100.0,127.0,307.0,26.0,0.0,2.0,2.0,66.0,1.0,5.0,732.0,6.8,179.0,1706:54,20:55,0.0,0.0,0.0,758.0,885.0,210.0,250.0,1935,2,37,Boston Bruins,9,586,29,74,103,319,2015,11.444444444444445
1741,Nicolas Meloche,205.0,75.0,D,798.0,23.0,SJS,57.0,2.0,6.0,8.0,-16.0,39.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,42.0,0.0,12.0,67:08,9:35,0.0,0.0,0.0,60.0,163.0,17.0,28.0,1938,2,40,Colorado Avalanche,2,57,2,6,8,39,2015,4.0
1743,Erik Cernak,225.0,76.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941,2,43,Los Angeles Kings,7,391,20,75,95,329,2015,13.571428571428571
1744,Matt Spencer,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,2,44,Tampa Bay Lightning,0,0,0,0,0,0,2015,0.0
1751,Brendan Guhle,196.0,74.0,D,865.0,19.0,BUF,73.0,4.0,11.0,15.0,-11.0,28.0,4.0,0.0,0.0,1.0,11.0,0.0,0.0,116.0,0.0,9.0,49:03,18:06,0.0,0.0,0.0,77.0,63.0,9.0,41.0,1949,2,51,Buffalo Sabres,5,65,4,10,14,24,2015,2.8
1752,Jérémy Lauzon,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,2,52,Boston Bruins,7,310,14,31,45,335,2015,6.428571428571429
1753,Rasmus Andersson,214.0,73.0,D,805.0,20.0,CGY,455.0,36.0,164.0,200.0,23.0,219.0,30.0,4.0,2.0,8.0,106.0,56.0,2.0,813.0,0.0,1.0,18:33,24:05,0.0,0.0,0.0,693.0,313.0,143.0,282.0,1951,2,53,Calgary Flames,9,486,42,173,215,245,2015,23.88888888888889
1756,Vince Dunn,203.0,72.0,D,333.0,21.0,STL,480.0,64.0,183.0,247.0,37.0,306.0,47.0,17.0,0.0,8.0,123.0,59.0,1.0,889.0,3.6,284.0,1292:19,23:40,1.0,0.0,100.0,451.0,393.0,175.0,280.0,1954,2,56,St. Louis Blues,8,492,68,189,257,312,2015,32.125
1757,Jonas Siegenthaler,206.0,75.0,D,692.0,21.0,WSH,327.0,8.0,49.0,57.0,14.0,167.0,7.0,1.0,0.0,2.0,48.0,0.0,1.0,314.0,0.0,40.0,367:59,20:34,0.0,0.0,0.0,537.0,408.0,77.0,190.0,1955,2,57,Washington Capitals,7,345,9,55,64,179,2015,9.142857142857142
1760,Oliver Kylington,183.0,72.0,D,901.0,18.0,CGY,201.0,17.0,38.0,55.0,24.0,52.0,16.0,1.0,0.0,3.0,36.0,2.0,0.0,246.0,0.0,2.0,17:22,18:10,0.0,0.0,0.0,207.0,114.0,60.0,144.0,1958,2,60,Calgary Flames,8,209,18,39,57,56,2015,7.125
1763,Kyle Capobianco,196.0,73.0,D,865.0,20.0,ARI,73.0,5.0,7.0,12.0,-17.0,48.0,4.0,1.0,0.0,2.0,6.0,1.0,0.0,68.0,0.0,1.0,13:33,16:05,0.0,0.0,0.0,67.0,75.0,26.0,44.0,1961,3,63,Arizona Coyotes,6,73,5,7,12,48,2015,2.0
1765,Andrew Nielsen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,3,65,Toronto Maple Leafs,0,0,0,0,0,0,2015,0.0
1766,Guillaume Brisebois,175.0,74.0,D,869.0,21.0,VAN,27.0,1.0,2.0,3.0,-7.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,10.0,88:04,4:13,0.0,0.0,0.0,38.0,14.0,3.0,14.0,1964,3,66,Vancouver Canucks,4,27,1,2,3,6,2015,0.75
1772,Vili Saarijärvi,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,3,73,Detroit Red Wings,0,0,0,0,0,0,2015,0.0
1775,Sergei Zborovsky,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,3,79,New York Rangers,0,0,0,0,0,0,2015,0.0
1778,Mitchell Vande Sompel,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,3,82,New York Islanders,0,0,0,0,0,0,2015,0.0
1783,Thomas Schemitsch,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986,3,88,Florida Panthers,0,0,0,0,0,0,2015,0.0
1785,Dennis Gilbert,216.0,74.0,D,907.0,22.0,CHI,82.0,3.0,11.0,14.0,-15.0,88.0,3.0,0.0,0.0,1.0,11.0,0.0,0.0,48.0,0.0,0.0,12:46,6:43,0.0,0.0,0.0,110.0,196.0,10.0,22.0,1989,3,91,Chicago Blackhawks,6,92,3,12,15,113,2015,2.5
1786,Will Borgen,196.0,75.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,4,92,Buffalo Sabres,6,246,9,46,55,151,2015,9.166666666666666
1788,Jesper Lindgren,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,4,95,Toronto Maple Leafs,0,0,0,0,0,0,2015,0.0
1790,Colton White,185.0,73.0,D,998.0,21.0,NJD,84.0,0.0,10.0,10.0,-20.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,54.0,0.0,6.0,42:41,14:32,0.0,0.0,0.0,57.0,65.0,10.0,29.0,1995,4,97,New Jersey Devils,6,84,0,10,10,22,2015,1.6666666666666667
1794,Andrei Mironov,194.0,75.0,D,720.0,23.0,COL,10.0,1.0,2.0,3.0,2.0,12.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,33.3,9.0,110:28,11:03,0.0,0.0,0.0,16.0,19.0,1.0,3.0,1999,4,101,Colorado Avalanche,1,10,1,2,3,12,2015,3.0
1796,Chris Martenet,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,4,103,Dallas Stars,0,0,0,0,0,0,2015,0.0
1800,Christian Wolanin,185.0,74.0,D,731.0,22.0,OTT,113.0,7.0,21.0,28.0,-9.0,30.0,7.0,0.0,0.0,1.0,17.0,4.0,0.0,112.0,7.1,20.0,146:28,8:18,0.0,0.0,0.0,91.0,36.0,33.0,69.0,2005,4,107,Ottawa Senators,6,86,6,17,23,20,2015,3.8333333333333335
1803,Parker Wotherspoon,190.0,73.0,D,881.0,25.0,NYI,53.0,0.0,9.0,9.0,11.0,35.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,42.0,0.0,17.0,159:55,17:43,0.0,0.0,0.0,74.0,92.0,16.0,24.0,2010,4,112,New York Islanders,3,69,0,9,9,39,2015,3.0
1806,Alexandre Carrier,174.0,71.0,D,830.0,20.0,NSH,217.0,10.0,52.0,62.0,39.0,131.0,8.0,1.0,1.0,3.0,47.0,4.0,1.0,256.0,0.0,1.0,20:47,20:59,0.0,0.0,0.0,360.0,237.0,67.0,82.0,2013,4,115,Nashville Predators,7,245,11,58,69,143,2015,9.857142857142858
1808,Caleb Jones,194.0,73.0,D,627.0,21.0,EDM,242.0,14.0,41.0,55.0,-35.0,88.0,13.0,1.0,0.0,3.0,35.0,6.0,0.0,244.0,4.8,44.0,336:33,19:48,0.0,0.0,0.0,301.0,307.0,82.0,165.0,2015,4,117,Edmonton Oilers,7,247,14,41,55,90,2015,7.857142857142857
1812,Ryan Shea,200.0,74.0,D,860.0,26.0,PIT,31.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.9,36.0,391:22,12:37,0.0,0.0,0.0,24.0,24.0,8.0,8.0,2019,4,121,Chicago Blackhawks,2,44,1,1,2,12,2015,1.0
1813,Devante Stephens,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,5,122,Buffalo Sabres,0,0,0,0,0,0,2015,0.0
1815,Ethan Bear,197.0,71.0,D,663.0,20.0,EDM,275.0,17.0,50.0,67.0,-14.0,112.0,15.0,2.0,0.0,6.0,46.0,3.0,1.0,368.0,5.0,45.0,335:23,21:58,0.0,0.0,0.0,343.0,214.0,97.0,208.0,2022,5,124,Edmonton Oilers,6,275,17,50,67,112,2015,11.166666666666666
1818,Niko Mikkola,185.0,76.0,D,800.0,23.0,STL,333.0,9.0,37.0,46.0,9.0,251.0,8.0,0.0,1.0,0.0,36.0,0.0,1.0,307.0,0.0,13.0,71:49,20:02,0.0,0.0,0.0,456.0,663.0,38.0,149.0,2025,5,127,St. Louis Blues,6,284,11,42,53,219,2015,8.833333333333334
1820,Sam Ruopp,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027,5,129,Columbus Blue Jackets,0,0,0,0,0,0,2015,0.0
1821,Karlis Cukste,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028,5,130,San Jose Sharks,0,0,0,0,0,0,2015,0.0
1824,Joseph Cecconi,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031,5,133,Dallas Stars,0,0,0,0,0,0,2015,0.0
1830,Christian Jaros,201.0,75.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037,5,139,Ottawa Senators,5,94,1,13,14,37,2015,2.8
1832,Veeti Vainio,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039,5,141,Columbus Blue Jackets,0,0,0,0,0,0,2015,0.0
1834,Connor Hobbs,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041,5,143,Washington Capitals,0,0,0,0,0,0,2015,0.0
1835,Carl Neill,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042,5,144,Vancouver Canucks,0,0,0,0,0,0,2015,0.0
1836,Ryan Pilon,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045,5,147,New York Islanders,0,0,0,0,0,0,2015,0.0
1839,Ryan Zuhlsdorf,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,5,150,Tampa Bay Lightning,0,0,0,0,0,0,2015,0.0
1842,John Marino,181.0,73.0,D,269.0,22.0,PIT,328.0,18.0,89.0,107.0,38.0,112.0,16.0,2.0,0.0,2.0,77.0,8.0,4.0,331.0,9.8,157.0,1133:35,21:04,0.0,0.0,0.0,385.0,276.0,193.0,169.0,2052,6,154,Edmonton Oilers,6,328,18,89,107,112,2015,17.833333333333332
1843,Stephen Desrocher,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053,6,155,Toronto Maple Leafs,0,0,0,0,0,0,2015,0.0
1844,Jake Massie,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054,6,156,Carolina Hurricanes,0,0,0,0,0,0,2015,0.0
1847,Vladislav Gavrikov,215.0,75.0,D,372.0,24.0,CBJ,425.0,30.0,94.0,124.0,2.0,204.0,28.0,0.0,2.0,8.0,90.0,0.0,4.0,529.0,6.2,159.0,1309:34,22:20,0.0,0.0,0.0,651.0,475.0,132.0,164.0,2057,6,159,Columbus Blue Jackets,7,383,26,90,116,174,2015,16.571428571428573
1848,Adam Parsells,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2058,6,160,San Jose Sharks,0,0,0,0,0,0,2015,0.0
